similarity,coefficient,target_item
0.07261033432923814,0.0017320637942336453,271
0.028093195496930894,0.036332933294244786,766
0.0,0.0065598200760019045,1174
0.0,0.0,1627
0.0013982119050064197,0.0057066584756012275,358
0.13144623479216352,0.029474750897583054,4
0.031868283822987925,0.024368662514492937,77
0.0,0.0,1454
0.03858991038385689,0.04056245671373352,335
0.0,0.0,1233
0.04319525185866349,0.01541189890448885,1010
0.010678428675797234,0.022377813183402533,1265
0.003935449092928385,0.004083357474430227,1523
0.11795650414417895,0.017432983330530318,222
0.046942047725820675,0.036047327971569815,100
0.058025991509448004,0.019517857818673903,486
0.08592223470259255,0.05290071285282761,23
0.15319424655930222,0.036369806285770696,37
0.006811400619474929,0.009385725323987348,1417
0.0,0.0005882513417377167,1588
0.038021409610566055,0.004640583778630556,952
0.0,0.0,1679
0.0,0.0,986
0.018058798904637786,0.012452835681306819,1131
0.0,0.0,1289
0.0,-0.002271030669547283,1321
0.0,0.0,1681
0.033633555663813985,0.028237980744215685,1238
0.03609170980964387,0.014383019810318295,1072
0.02030460816132533,0.018767934542418374,886
0.0,0.0,1503
0.03321500846417593,0.04601941062466354,261
0.016718614508746215,0.013672579935099566,932
0.0,0.0,1541
0.051992560026574965,0.03076626577503207,735
0.0,0.0,1557
0.11467617136041004,0.06599894449691175,719
0.015170929276957346,0.01948431349347914,1164
0.0,0.0,1605
0.0,0.039646073817659194,1485
0.01802145924332775,0.009946671132325606,617
0.03178316010372082,0.045062996083649824,1141
0.0,-0.022498092020710705,1501
0.0,0.0,1551
0.06607645900095269,0.047965462645376176,346
0.03442396283469549,0.037251745978853334,886
0.0,0.0,1525
0.033308506296563026,-0.0075398693849263575,636
0.013968829443696311,0.00946166062073928,1297
0.010273219766926179,0.028498429092569205,1194
0.0,0.0,1625
0.032566261772884096,0.0395607845868177,1279
0.025606161937734993,0.025606791530974445,1285
0.008488159998740488,0.009985317881548474,351
0.0726442487404604,0.018483140173334224,918
0.14849892314186408,0.0459114111211863,251
0.05432856240314576,0.015414786959275414,743
0.022975812157066594,0.0006286222839712285,1091
0.03859966158289926,0.03171574940236102,1177
0.011472383937960743,0.014973700119432568,1060
0.0,0.0,1611
0.042369800897071895,0.04441343832660084,977
0.03549839673667223,0.016129369779078345,924
0.05618762905386615,0.04195215362493094,949
0.0079412900174719,0.0025283286993667887,1222
0.013828982040789894,0.02096615353215589,148
0.10240026183567187,0.031977229781561645,684
0.09365763122126375,0.021201827059032403,664
0.030905534890057366,0.03770319015196958,1029
0.05699362555806637,0.0234298303943523,784
0.0,0.0,1565
0.05989390017428495,0.01860208063783009,244
0.040792097508734235,0.02336376413296097,928
0.012937875722219048,0.008861733394529635,593
0.01639385557182177,0.01643414127678211,1142
0.04007512145638113,0.04599072230159512,277
0.06404771038538191,0.020863636528443637,366
0.026307281716858692,0.01948478011101654,45
0.0,3.2956066582846734e-05,1185
0.0,0.0,1620
0.05192769550577824,0.0025357954537526457,211
0.06518735091929481,0.04790360398257898,244
0.0,0.0,1455
0.01994535702883271,0.023482756677565376,456
0.040712418315143745,0.026496191842854483,1072
0.17816852039330103,0.006178263834906529,68
0.09085450441617042,0.019459973924906317,647
0.0,0.0,1340
0.02236155431867339,0.011920872177905642,982
0.042458833914828194,0.06436075793953107,269
0.0,0.0,1002
0.010580840261320147,-0.006540775188153075,1299
0.12546526053926751,0.044720940302119205,7
0.0,0.0,1551
0.0,0.0,1592
0.0,0.004962495949679965,1328
0.01717408695047623,0.03517914593822657,349
0.05126720845289585,0.03953713377302028,141
0.0,0.0,1663
0.0,0.0,1361
0.0,0.0,1319
0.04893557076327891,0.03901741793758343,486
0.016296488118861006,0.02183976707262619,897
0.0,0.0,1289
0.0,0.0,1338
0.0,0.0,1354
0.052909706278833214,0.02806476616506211,50
0.0,0.005558324360204682,1566
0.01991275367192664,0.01590533775184518,310
0.0,0.00024762133512412654,1637
0.022690947968871097,0.025387083759890884,739
0.0,0.0,1258
0.0,0.0,665
0.11692889476779762,0.022240740738766817,466
0.0,0.0,1337
0.05015724731814979,0.02096563288805161,863
0.029225590042694895,0.009794491603803933,1477
0.07195899972205341,0.01543636346492846,1219
0.019009658611971212,0.02051483008579644,1128
0.21139635998454584,0.015269208159411315,198
0.0,0.0,919
0.14460298859294204,-0.023480772346239614,134
0.011470914027901746,0.00964073256980508,1267
0.14895293894842848,-0.024824182514575965,478
0.10143172917035335,0.0500476339971914,183
0.0,0.0,532
0.09544512350823374,0.05590962240701606,236
0.10034879340727552,0.0261648717593971,251
0.0,0.0,1598
0.041706614143824684,0.023632318171526154,411
0.0,0.006007494806606089,1556
0.055565158983760306,0.01242025620717308,869
0.025991180461645346,0.03170472903642071,546
0.0,0.0,1416
0.03302958765747503,0.02075187229866604,1102
0.0,0.0,1669
0.13674553801504322,0.03209700393077816,81
0.038520508728554004,0.02143693064888849,1049
0.013572722549550328,0.005808826131821388,1246
0.0765031244502389,0.02736238189975573,707
0.035759229524317135,0.015895837884925667,713
0.00534484600507425,0.0020360515921592514,1591
0.1560374426878204,0.10478346133019714,345
0.0,0.0,1326
0.04995755946163872,0.0373792381256822,735
0.06655746325171398,0.024226802834509162,714
0.01942955333328385,0.007400563362189557,1056
0.05863781035872397,-0.007898238852139238,282
0.0,0.0,1373
0.1423233070437454,0.04027395179901561,506
0.0886736311875989,0.06045628661206887,137
0.010941528980401212,0.009731933986919253,803
0.04628794128442981,0.031315388261609796,1117
0.02760723287293141,0.03853368971450146,573
0.0,0.0,1451
0.14028525872807845,0.04097562588711026,131
0.14773785669149406,0.050101708428460665,312
0.03442647939305512,0.0007121372001669785,452
0.10552373479729207,0.041269480126044075,1227
0.1593694323697709,0.06027369875370338,1
0.06007826950141888,0.035112009360698006,315
0.0,0.0,1286
0.05259877770949478,0.021717007147370387,40
0.0,0.0,917
0.05582130138233174,0.010428607468769245,730
0.021138458377508572,0.013677361619172095,45
0.022520247534545595,0.0218015540406094,1128
0.01593722361621742,0.04862912830477214,907
0.08102005389349921,0.03288215180909433,711
0.08054591151069634,0.002974456847152688,138
0.0,0.0,710
0.04497512712725142,0.00655654034101036,397
0.0,0.0,1650
0.1160145142013583,0.040731550004090025,86
0.036045777039481856,0.05009835421294862,1072
0.025983966135426525,0.0011190938168474187,811
0.08968795002954248,0.05227836367589165,408
0.0,0.0,1356
0.04035221377256659,0.03206006770800172,556
0.03824625278698621,0.025929352339983718,83
0.0950471691536305,0.03323408271895002,641
0.25461770865478894,0.050030866948902165,209
0.18005345334174755,0.035875351715211466,506
0.030844539423541522,0.02702326454832446,33
0.08300686286360198,0.02519354746375272,498
0.030277661636686354,0.024639683466144906,406
0.005578709532860694,0.01785560116314875,336
0.11053661459241572,0.015833946185382152,745
0.0077297886269472715,0.0011406096166969631,1246
0.03615627872914494,0.011007905808924667,1203
0.0027032006801581787,0.0008674592444066685,1149
0.17096866137469813,0.04232664177800104,848
0.14513984706793043,0.05563841899501653,630
0.05305756417561699,0.01734853625704423,1102
0.03313669372240306,0.0035969943303666963,804
0.0,0.0,1386
0.018274565759773417,-0.006827558435209686,1060
0.002035548335811384,0.009272240321929975,1163
0.009411148532406833,0.017694512797783116,1335
0.052251959188155804,0.0022156869547791985,29
0.0,0.0,1211
0.07445656961009821,0.06542302074674099,226
0.02810091835233954,0.03398261284205092,1120
0.05626810942670873,0.060710617147957426,325
0.022142148769066193,0.008331378687912158,563
0.0075451894106703865,0.00780314866652808,1021
0.0,0.0,1595
0.0,0.0,1627
0.12592503525413193,0.06480277469061986,124
0.0,0.0,1430
0.0,-0.0030040137420273513,1568
0.07609165795373422,0.02079366895215346,24
0.04580302872287234,0.016096801648288327,643
0.13255224168458804,0.034045453967807185,719
0.0,0.0,1678
0.03934893644838713,0.0018219084956392776,611
0.17574773799580518,0.029177726064316026,402
0.0,0.0,437
0.14707615590962184,0.0362032075860431,515
0.03229470909573637,0.013916808778860116,766
0.06258522435883357,0.01797077117715253,435
0.01248012237850118,0.012669186949812578,1314
0.11469406839564587,0.10095453043587126,275
0.023002660923443396,0.02131996858650935,864
0.0,0.0,359
0.1464991583061302,0.06650912160501476,204
0.0,0.0,1366
0.028506544356657067,0.0148258319720555,963
0.10595623123552932,0.08636336611502753,200
0.0,0.0,1547
0.004928029537263927,0.0024380206626727517,1001
0.06913331895624152,-0.004044657304383022,655
0.0440370741029755,-0.0013604212172744,1136
0.018827267978144727,0.022863154575089285,866
0.0,0.0,1344
0.017178692453131736,0.012802796543657355,1283
0.0,0.0,246
0.0,0.0,1651
0.10006042442732015,-0.0051267376752231605,530
0.02111150162365805,0.022490239372521162,1136
0.11987152903756289,0.024645881234749076,727
0.0,0.0,1316
0.06920657410050765,0.023103843828669087,72
0.050031885331674505,-0.008201928221582088,976
0.11795705248666993,0.036732712036567715,282
0.015898517985698735,0.01257990892656266,713
0.1168271948766661,-0.006323902496194932,419
0.14673565170080904,0.05498323318812199,82
0.06253368759064337,0.03907836561479592,455
0.026670646666014226,0.029062252444747895,954
0.10152834947014194,0.028364101213982248,152
0.06031815028020479,0.06771769085265292,249
0.14387541529207507,0.07401948204168685,368
0.0,0.0,1512
0.047024368227052395,0.06543255076554219,325
0.007280297000560732,0.013849582970815896,1116
0.0,0.0,1452
0.019093712104254482,0.00995704281757743,554
0.06502024919705766,0.011655540860336412,929
0.09752682173027855,0.025069110053842963,927
0.10610090355728324,0.07382531002834217,233
0.0,0.0,1386
0.06092647873757248,0.08865081290278157,951
0.1237888954416988,0.031301001051333543,151
0.038401074595536315,0.023916532164390304,1210
0.022189887552296075,0.03607186833963566,949
0.018025154493724264,0.010984103378912466,916
0.009432020879223265,0.023020554424039223,351
0.0329326471121219,0.02306829927074454,15
0.0838627403823504,0.04648211395808194,256
0.045705825012928754,0.031568462993522214,139
0.0,0.0,1581
0.002283111869238917,0.010810313754596967,1488
0.02334334428401227,0.00970275361501491,265
0.028719328271876416,0.015261507034130376,1018
0.06674130121593554,0.04011572923627084,50
0.047574509584020215,0.0559644132651944,981
0.0,0.0,1352
0.09216703609798196,0.01652710365459123,432
0.0,0.0,1416
0.01632748471269078,0.0258692106941586,1093
0.07514117001605872,0.012604427162089149,85
0.14642945583180544,0.017813457442667092,708
0.005719481497091227,0.003179201942605252,999
0.0029209438176057245,-0.001562347508928872,1263
0.16900838869973892,0.029900836744719213,27
0.004677887034828704,0.0021492619525566433,1439
0.0,0.002204392408186701,1185
0.10055318150482524,0.07675933011807615,125
0.0,0.0,1380
0.1375453410752089,0.09280833801173549,96
0.019350200109484267,0.013615642444631102,817
0.10615299303341698,0.023523570405985714,490
0.0,0.0,1371
0.011247469296445874,0.005915961453306564,1054
0.013082519883651765,0.014511430879677992,903
0.07266915936848253,0.024692695024550775,920
0.0,0.006327404554202169,1383
0.05678971916442546,0.017779778071788335,920
0.039575832977659264,0.05093828434792786,40
0.0,0.0,1395
0.05135742261120225,0.05104419269576361,311
0.0,0.0005791792008894563,1556
0.030862342128525892,0.07198476373951444,319
0.0,0.0,1451
0.08098929135192215,0.023765814103322066,683
0.06397638659384967,0.06838674276661746,285
0.12247224082703369,0.07012997559364222,16
0.006782205691872202,0.008140045436526045,1172
0.0383622054605228,0.020447061503999515,853
0.0387994851058082,0.02432896733123986,973
0.25201152784429426,0.055338213431938656,426
0.04481828208057331,0.00015982336005747054,165
0.019664602993767502,0.019622845828597038,858
0.022179649896539227,-0.0032513596781148964,538
0.06263204049013235,0.03727990478292574,952
0.047593328134278697,0.0435917002406698,465
0.037306030435395966,0.034894666577545586,667
0.016338166666934134,-0.0007687407190043836,680
0.030295541073289974,0.011737544804359111,1169
0.0,0.0,1671
0.026105804665052558,0.03347968867987005,536
0.043539624671360175,0.03685265526669165,458
0.0038238459857173543,0.003658259033951379,1081
0.04066975766974082,0.024911059543843532,159
0.0,0.0,1383
0.03687014446682015,0.025577248837392808,908
0.05827212902053108,0.02611864961216036,1041
0.19057656355399588,0.08422056793131028,182
0.0,0.0,1333
0.0,0.0,1354
0.0579391237697178,0.026641218676612344,211
0.037442427365113086,0.021219958526227736,1029
0.004192244644729007,0.005682636682303473,1215
0.11119173374155834,0.03813851975975734,662
0.0,0.0,1389
0.05513997588173766,0.04725635603675066,997
0.0,0.0,1547
0.2075563184746467,0.03090696971273284,482
0.0,0.0,1505
0.07666036462118443,0.012208698991106035,925
0.13870211781959907,0.07164518681192533,418
0.02516463992976222,0.022481903874616363,388
0.08397946520978028,0.06370396479118735,581
0.2205711282872272,0.0358634319091517,495
0.029763761329386067,0.05007989130997261,554
0.0036396139899052844,0.0023333049267256116,1222
0.05085949262095389,0.03501408380842292,828
0.0,0.0,1561
0.0,0.0,112
0.0,0.0,1662
0.0,0.0,1601
0.2437765927218225,0.022326154776612612,473
0.0015630928716882462,0.0093166699943865,1387
0.0027375937366625968,0.004002975094842646,1254
0.014950209100368863,0.0035235244288805917,1175
0.0,0.0,1597
0.0,0.0,1600
0.010053106995233273,0.010144408517086815,910
0.004970092390208284,0.0023512568627063577,1189
0.0,0.0,1679
0.06239189154880603,0.03979321542348583,536
0.04676249738233954,0.014311797050856744,945
0.015131508277852505,0.01721150615758277,1151
0.0,0.0,1274
0.049179422247416324,0.01643585037189213,759
0.030784394104949563,0.05165329731550374,1239
0.06941487482196483,0.051064365449080024,870
0.0,-0.013548458378971178,1149
0.0625881180532923,0.020996345597734348,1138
0.07098475528165293,0.04887533304160866,85
0.05135259364240987,0.03599892959791714,958
0.07075297165531182,0.06784097361833089,224
0.1336362945300045,0.023203378886535057,225
0.07314722226752315,0.04993933413814248,146
0.010261816949141188,0.027739379803740728,989
0.0,0.0,1584
0.01858312674993085,0.024823234023181456,1513
0.0,0.0,1495
0.0,0.0,1317
0.1288019067273152,0.009644366326630937,662
0.07811396839205098,0.04709031154899267,383
0.0,0.0,1627
0.00893231315381479,-0.0013056346205240538,1175
0.025073142409327693,0.01289740173570168,137
0.0,0.0,1204
0.0,0.0,1475
0.07022676399253741,0.0018511792273829064,768
0.0040890703315383725,0.0028595390400975597,1312
0.00980923200217105,0.017298977041643893,979
0.02117119009047034,0.04197165993512867,915
0.0,0.0,1242
0.03610960079746263,0.007959927849847082,968
0.019086729057205376,0.004916768562594392,995
0.019371861622143216,0.004774128943776248,866
0.02191494872109468,0.018621273449698442,1108
0.17289018262998987,0.06437184976393237,407
0.03372666100422959,0.025250879469385642,1508
0.005090082888519326,0.0025311747251756883,1513
0.0031731768926294506,0.001675512102790141,1455
0.029360670007584466,0.006277638632333869,712
0.0,0.0,1552
0.008101634449709768,0.003332549062122037,1273
0.1028229684391699,0.045036362811563264,220
0.08694317556586302,0.03560365257694515,96
0.0757552267137899,0.03598773680508573,213
0.0627401274466639,0.06068806459582451,789
0.15449682787751967,0.06555436426169506,225
0.0,0.0014094532452811881,1644
0.06815134604623063,0.05351080689145444,128
0.08828434909228829,0.007055789868434013,147
0.03673250060718335,0.021840150963422532,1487
0.03628087610111158,0.009347634397440276,1045
0.11880540719545873,0.03710242023372183,567
0.0234721559515593,0.0006025979693027385,354
0.0,0.0,1666
0.006215719559500314,0.0038353967711929793,994
0.07858584999728314,0.004036518233723108,245
0.12368328261345798,0.04668024801930282,239
0.013147579608534965,0.014331991536754718,806
0.023321960999683724,0.007482717074729077,255
0.07889584635304263,0.03837926362403872,944
0.067053927349948,0.021951560819048935,413
0.10405838812420654,-0.017220202987056447,568
0.0,-0.0034265364381539697,1332
0.0,0.0,1596
0.057719122376855315,0.008830271164548513,394
0.0,0.0,1533
0.000402315114784634,-0.004039498385709774,1559
0.02484965299215196,0.04294833844238542,1244
0.0,0.0,1550
0.021919046795194456,0.022750522100436692,812
0.0,-0.0009730585669471437,1639
0.16485698615078587,0.04959397424522994,153
0.0,0.0,1329
0.0705443690102219,0.03464913098856511,878
0.06013294698667133,0.0250979913731339,584
0.021597139376184734,0.014951749113775063,102
0.0,0.0,1537
0.028543045846020024,0.006613724043175317,1238
0.11927423170077628,0.04773483451316718,57
0.0320187123648478,0.011689584455421783,687
0.0,0.0,1402
0.052609437745449156,0.043400578101121745,733
0.02743145985396016,0.02652294016705845,1181
