rank,item,train_count,cum_share,group
146,146,126,0.3910500063585367,medium
147,479,126,0.3928303966313886,medium
148,98,125,0.3945966568227099,medium
149,198,125,0.39636291701403115,medium
150,581,125,0.39812917720535246,medium
151,627,125,0.39989543739667377,medium
152,844,125,0.4016616975879951,medium
153,82,124,0.40341382769778583,medium
154,750,123,0.40515182772604597,medium
155,251,122,0.4068756976727756,medium
156,284,122,0.40859956761950517,medium
157,565,122,0.41032343756623474,medium
158,228,121,0.4120331774314338,medium
159,318,121,0.4137429172966328,medium
160,326,121,0.41545265716183183,medium
161,401,121,0.41716239702703084,medium
162,442,121,0.41887213689222985,medium
163,258,120,0.4205677466758983,medium
164,314,120,0.42226335645956675,medium
165,738,120,0.4239589662432352,medium
166,202,119,0.4256404459453731,medium
167,254,119,0.427321925647511,medium
168,450,119,0.42900340534964887,medium
169,153,117,0.4306566248887256,medium
170,522,117,0.43230984442780235,medium
171,731,117,0.4339630639668791,medium
172,192,116,0.43560215342442526,medium
173,225,116,0.4372412428819714,medium
174,65,115,0.438866202257987,medium
175,691,115,0.44049116163400265,medium
176,149,114,0.4421019909284877,medium
177,217,114,0.4437128202229727,medium
178,431,114,0.44532364951745773,medium
179,432,114,0.44693447881194276,medium
180,132,113,0.4485311780248972,medium
181,320,113,0.45012787723785164,medium
182,409,113,0.4517245764508061,medium
183,461,113,0.45332127566376057,medium
184,650,113,0.45491797487671504,medium
185,1027,113,0.4565146740896695,medium
186,155,112,0.4580972432210934,medium
187,418,112,0.45967981235251726,medium
188,475,112,0.46126238148394116,medium
189,85,111,0.46283082053383445,medium
190,238,111,0.4643992595837278,medium
191,303,111,0.46596769863362114,medium
192,163,110,0.46752200760198387,medium
193,226,110,0.4690763165703466,medium
194,292,110,0.4706306255387094,medium
195,410,110,0.4721849345070721,medium
196,689,110,0.47373924347543483,medium
197,30,109,0.47527942236226706,medium
198,41,109,0.4768196012490992,medium
199,497,109,0.4783597801359314,medium
200,762,109,0.47989995902276356,medium
201,430,108,0.48142600782806516,medium
202,510,108,0.48295205663336677,medium
203,653,108,0.48447810543866837,medium
204,549,107,0.4859900241624394,medium
205,309,106,0.4874878128046799,medium
206,93,105,0.48897147136538976,medium
207,684,105,0.4904551299260997,medium
208,76,104,0.491924658405279,medium
209,247,104,0.4933941868844583,medium
210,54,103,0.4948495852821071,medium
211,239,103,0.49630498367975584,medium
212,683,103,0.4977603820774046,medium
213,67,102,0.49920165039352277,medium
214,331,102,0.500642918709641,medium
215,454,102,0.5020841870257592,medium
216,471,101,0.5035113252603467,medium
217,280,100,0.5049243334134038,medium
218,346,100,0.5063373415664608,medium
219,357,100,0.5077503497195179,medium
220,417,100,0.5091633578725749,medium
221,222,99,0.5105622359441014,medium
222,704,99,0.5119611140156278,medium
223,230,98,0.5133458620056238,medium
224,656,98,0.5147306099956197,medium
225,1046,98,0.5161153579856156,medium
226,176,96,0.5174718458125503,medium
227,240,96,0.5188283336394851,medium
228,86,95,0.5201706913848892,medium
229,197,95,0.5215130491302935,medium
230,71,94,0.5228412767941671,medium
231,90,94,0.5241695044580407,medium
232,204,94,0.5254977321219143,medium
233,483,94,0.526825959785788,medium
234,527,94,0.5281541874496616,medium
235,749,94,0.5294824151135352,medium
236,46,93,0.5307965126958782,medium
237,108,93,0.5321106102782213,medium
238,595,93,0.5334247078605644,medium
239,734,93,0.5347388054429074,medium
240,128,92,0.5360387729437199,medium
241,189,92,0.5373387404445323,medium
242,248,92,0.5386387079453449,medium
243,302,92,0.5399386754461574,medium
244,379,92,0.5412386429469698,medium
245,1015,92,0.5425386104477823,medium
246,147,91,0.5438244478670642,medium
247,324,91,0.5451102852863461,medium
248,530,91,0.546396122705628,medium
249,558,91,0.5476819601249099,medium
250,52,90,0.5489536674626613,medium
251,168,90,0.5502253748004126,medium
252,232,90,0.551497082138164,medium
253,323,90,0.5527687894759152,medium
254,446,90,0.5540404968136666,medium
255,500,90,0.5553122041514179,medium
256,503,90,0.5565839114891693,medium
257,519,90,0.5578556188269206,medium
258,878,90,0.559127326164672,medium
259,183,89,0.5603849034208928,medium
260,216,89,0.5616424806771135,medium
261,269,89,0.5629000579333343,medium
262,659,89,0.5641576351895551,medium
263,47,88,0.5654010823642452,medium
264,241,88,0.5666445295389354,medium
265,242,88,0.5678879767136257,medium
266,290,88,0.5691314238883158,medium
267,342,88,0.570374871063006,medium
268,472,88,0.5716183182376963,medium
269,484,88,0.5728617654123864,medium
270,755,88,0.5741052125870766,medium
271,61,87,0.5753345296802362,medium
272,37,86,0.5765497166918653,medium
273,259,86,0.5777649037034943,medium
274,291,86,0.5789800907151235,medium
275,427,85,0.5801811476452219,medium
276,1,84,0.5813680744937898,medium
277,115,84,0.5825550013423577,medium
278,520,84,0.5837419281909256,medium
279,630,84,0.5849288550394935,medium
280,662,84,0.5861157818880615,medium
281,745,84,0.5873027087366294,medium
282,407,83,0.5884755055036668,medium
283,509,83,0.5896483022707041,medium
284,525,83,0.5908210990377415,medium
285,814,83,0.5919938958047788,medium
286,177,82,0.5931525624902856,medium
287,212,82,0.5943112291757924,medium
288,245,82,0.5954698958612992,medium
289,508,82,0.5966285625468059,medium
290,330,81,0.5977730991507821,medium
291,448,81,0.5989176357547583,medium
292,481,81,0.6000621723587345,medium
293,681,81,0.6012067089627107,medium
294,746,81,0.602351245566687,medium
295,927,81,0.6034957821706631,medium
296,64,80,0.6046261886931088,medium
297,91,80,0.6057565952155544,medium
298,121,80,0.606887001738,medium
299,218,80,0.6080174082604457,medium
300,658,80,0.6091478147828913,medium
301,92,79,0.6102640912238063,medium
302,169,79,0.6113803676647215,medium
303,761,79,0.6124966441056365,medium
304,72,78,0.613598790465021,medium
305,156,78,0.6147009368244055,medium
306,191,78,0.61580308318379,medium
307,224,78,0.6169052295431745,medium
308,381,78,0.6180073759025589,medium
309,420,78,0.6191095222619435,medium
310,469,78,0.6202116686213279,medium
311,476,78,0.6213138149807125,medium
312,125,77,0.6224018312585664,medium
313,345,77,0.6234898475364203,medium
314,708,77,0.6245778638142742,medium
315,894,76,0.6256517500105976,medium
316,315,75,0.6267115061253904,medium
317,865,75,0.6277712622401831,medium
318,918,75,0.6288310183549759,medium
319,135,74,0.6298766443882381,medium
320,263,74,0.6309222704215003,medium
321,380,74,0.6319678964547626,medium
322,707,74,0.6330135224880248,medium
323,66,73,0.6340450184397564,medium
324,122,73,0.635076514391488,medium
325,213,73,0.6361080103432197,medium
326,231,73,0.6371395062949513,medium
327,305,73,0.638171002246683,medium
328,316,73,0.6392024981984146,medium
329,428,73,0.6402339941501463,medium
330,477,73,0.6412654901018778,medium
331,678,73,0.6422969860536095,medium
332,32,72,0.6433143519238106,medium
333,53,72,0.6443317177940117,medium
334,158,72,0.6453490836642127,medium
335,80,70,0.6463381893713527,medium
336,506,70,0.6473272950784926,medium
337,925,70,0.6483164007856326,medium
338,1011,70,0.6493055064927724,medium
339,130,69,0.6502804821183819,medium
340,355,69,0.6512554577439912,medium
341,377,69,0.6522304333696005,medium
342,664,69,0.65320540899521,medium
343,692,69,0.6541803846208193,medium
344,1010,69,0.6551553602464286,medium
345,9,68,0.6561162057905074,medium
346,28,68,0.6570770513345862,medium
347,289,68,0.658037896878665,medium
348,429,68,0.6589987424227438,medium
349,447,68,0.6599595879668225,medium
350,516,68,0.6609204335109014,medium
351,548,68,0.6618812790549802,medium
352,553,68,0.6628421245990589,medium
353,743,68,0.6638029701431377,medium
354,161,67,0.6647496856056859,medium
355,651,67,0.6656964010682341,medium
356,754,67,0.6666431165307823,medium
357,51,66,0.6675757019118,medium
358,154,66,0.6685082872928176,long_tail
359,162,66,0.6694408726738353,long_tail
360,304,66,0.6703734580548529,long_tail
361,695,66,0.6713060434358706,long_tail
362,1013,66,0.6722386288168882,long_tail
363,211,65,0.6731570841163753,long_tail
364,435,65,0.6740755394158624,long_tail
365,577,65,0.6749939947153495,long_tail
366,38,64,0.6758983199333061,long_tail
367,311,64,0.6768026451512625,long_tail
368,403,64,0.677706970369219,long_tail
369,660,64,0.6786112955871756,long_tail
370,672,64,0.6795156208051321,long_tail
371,89,63,0.680405815941558,long_tail
372,337,63,0.6812960110779839,long_tail
373,575,63,0.6821862062144098,long_tail
374,641,63,0.6830764013508358,long_tail
375,661,63,0.6839665964872618,long_tail
376,698,63,0.6848567916236876,long_tail
377,824,63,0.6857469867601136,long_tail
378,2,62,0.6866230518150089,long_tail
379,825,62,0.6874991168699044,long_tail
380,200,61,0.6883610518432691,long_tail
381,286,61,0.689222986816634,long_tail
382,294,61,0.6900849217899987,long_tail
383,424,61,0.6909468567633635,long_tail
384,635,61,0.6918087917367283,long_tail
385,639,61,0.6926707267100931,long_tail
386,780,61,0.693532661683458,long_tail
387,863,61,0.6943945966568227,long_tail
388,987,61,0.6952565316301875,long_tail
389,16,60,0.6961043365220217,long_tail
390,31,60,0.696952141413856,long_tail
391,50,60,0.6977999463056902,long_tail
392,58,60,0.6986477511975244,long_tail
393,151,60,0.6994955560893586,long_tail
394,279,60,0.7003433609811929,long_tail
395,419,60,0.7011911658730271,long_tail
396,457,60,0.7020389707648613,long_tail
397,603,60,0.7028867756566956,long_tail
398,716,60,0.7037345805485298,long_tail
399,398,59,0.7045682553588334,long_tail
400,518,59,0.7054019301691371,long_tail
401,528,59,0.7062356049794407,long_tail
402,819,59,0.7070692797897444,long_tail
403,822,59,0.707902954600048,long_tail
404,929,59,0.7087366294103516,long_tail
405,62,58,0.7095561741391248,long_tail
406,400,58,0.7103757188678979,long_tail
407,688,58,0.711195263596671,long_tail
408,830,58,0.7120148083254441,long_tail
409,870,58,0.7128343530542172,long_tail
410,1038,58,0.7136538977829902,long_tail
411,4,57,0.7144593124302328,long_tail
412,20,57,0.7152647270774752,long_tail
413,48,57,0.7160701417247177,long_tail
414,310,57,0.7168755563719603,long_tail
415,411,57,0.7176809710192028,long_tail
416,505,57,0.7184863856664453,long_tail
417,529,57,0.7192918003136878,long_tail
418,624,57,0.7200972149609304,long_tail
419,709,57,0.7209026296081729,long_tail
420,43,56,0.7216939141738847,long_tail
421,464,56,0.7224851987395967,long_tail
422,543,56,0.7232764833053087,long_tail
423,714,56,0.7240677678710206,long_tail
424,1100,56,0.7248590524367325,long_tail
425,25,55,0.7256362069209139,long_tail
426,100,55,0.7264133614050953,long_tail
427,353,55,0.7271905158892766,long_tail
428,385,55,0.7279676703734581,long_tail
429,719,55,0.7287448248576395,long_tail
430,777,55,0.7295219793418208,long_tail
431,1073,55,0.7302991338260022,long_tail
432,105,54,0.731062158228653,long_tail
433,433,54,0.7318251826313038,long_tail
434,512,54,0.7325882070339546,long_tail
435,675,54,0.7333512314366054,long_tail
436,723,54,0.7341142558392562,long_tail
437,728,54,0.734877280241907,long_tail
438,791,54,0.7356403046445578,long_tail
439,872,54,0.7364033290472086,long_tail
440,220,53,0.7371522233683289,long_tail
441,416,53,0.7379011176894491,long_tail
442,517,53,0.7386500120105693,long_tail
443,628,53,0.7393989063316896,long_tail
444,649,53,0.7401478006528097,long_tail
445,686,53,0.74089669497393,long_tail
446,923,53,0.7416455892950502,long_tail
447,1034,53,0.7423944836161704,long_tail
448,44,52,0.7431292478557602,long_tail
449,496,52,0.7438640120953498,long_tail
450,524,52,0.7445987763349394,long_tail
451,583,52,0.7453335405745292,long_tail
452,779,52,0.7460683048141188,long_tail
453,968,52,0.7468030690537084,long_tail
454,144,51,0.7475237032117675,long_tail
455,159,51,0.7482443373698267,long_tail
456,206,51,0.7489649715278858,long_tail
457,298,51,0.7496856056859448,long_tail
458,568,51,0.7504062398440039,long_tail
459,657,51,0.751126874002063,long_tail
460,735,51,0.7518475081601221,long_tail
461,460,50,0.7525540122366506,long_tail
462,515,50,0.7532605163131791,long_tail
463,557,50,0.7539670203897076,long_tail
464,933,50,0.7546735244662361,long_tail
465,19,49,0.7553658984612341,long_tail
466,113,49,0.756058272456232,long_tail
467,140,49,0.75675064645123,long_tail
468,164,49,0.757443020446228,long_tail
469,166,49,0.7581353944412259,long_tail
470,580,49,0.7588277684362239,long_tail
471,646,49,0.7595201424312218,long_tail
472,958,49,0.7602125164262198,long_tail
473,1008,49,0.7609048904212178,long_tail
474,59,48,0.7615831343346852,long_tail
475,127,48,0.7622613782481525,long_tail
476,170,48,0.7629396221616199,long_tail
477,480,48,0.7636178660750873,long_tail
478,486,48,0.7642961099885547,long_tail
479,789,48,0.7649743539020221,long_tail
480,992,48,0.7656525978154894,long_tail
481,79,47,0.7663167116474262,long_tail
482,104,47,0.766980825479363,long_tail
483,188,47,0.7676449393112998,long_tail
484,261,47,0.7683090531432366,long_tail
485,344,47,0.7689731669751735,long_tail
486,408,47,0.7696372808071102,long_tail
487,415,47,0.7703013946390471,long_tail
488,449,47,0.7709655084709839,long_tail
489,467,47,0.7716296223029206,long_tail
490,605,47,0.7722937361348575,long_tail
491,626,47,0.7729578499667943,long_tail
492,706,47,0.7736219637987312,long_tail
493,886,47,0.7742860776306679,long_tail
494,938,47,0.7749501914626047,long_tail
495,60,46,0.775600175213011,long_tail
496,219,46,0.7762501589634172,long_tail
497,276,46,0.7769001427138235,long_tail
498,370,46,0.7775501264642297,long_tail
499,386,46,0.778200110214636,long_tail
500,468,46,0.7788500939650421,long_tail
501,504,46,0.7795000777154484,long_tail
502,618,46,0.7801500614658546,long_tail
503,879,46,0.7808000452162609,long_tail
504,930,46,0.7814500289666672,long_tail
505,75,45,0.7820858826355428,long_tail
506,277,45,0.7827217363044184,long_tail
507,391,45,0.7833575899732942,long_tail
508,498,45,0.7839934436421698,long_tail
509,632,45,0.7846292973110455,long_tail
510,712,45,0.7852651509799211,long_tail
511,1040,45,0.7859010046487969,long_tail
512,1047,45,0.7865368583176725,long_tail
513,119,44,0.7871585819050176,long_tail
514,253,44,0.7877803054923627,long_tail
515,383,44,0.7884020290797078,long_tail
516,451,44,0.7890237526670529,long_tail
517,485,44,0.789645476254398,long_tail
518,487,44,0.7902671998417431,long_tail
519,490,44,0.7908889234290882,long_tail
520,511,44,0.7915106470164333,long_tail
521,560,44,0.7921323706037784,long_tail
522,594,44,0.7927540941911235,long_tail
523,615,44,0.7933758177784686,long_tail
524,740,44,0.7939975413658137,long_tail
525,839,44,0.7946192649531588,long_tail
526,854,44,0.7952409885405038,long_tail
527,945,44,0.795862712127849,long_tail
528,18,43,0.7964703056336635,long_tail
529,39,43,0.797077899139478,long_tail
530,107,43,0.7976854926452925,long_tail
531,491,43,0.7982930861511071,long_tail
532,534,43,0.7989006796569216,long_tail
533,537,43,0.7995082731627361,long_tail
534,552,43,0.8001158666685507,long_tail
535,606,43,0.8007234601743652,long_tail
536,715,43,0.8013310536801798,long_tail
537,736,43,0.8019386471859943,long_tail
538,846,43,0.8025462406918088,long_tail
539,462,42,0.8031397041160927,long_tail
540,501,42,0.8037331675403767,long_tail
541,608,42,0.8043266309646606,long_tail
542,726,42,0.8049200943889446,long_tail
543,769,42,0.8055135578132285,long_tail
544,976,42,0.8061070212375125,long_tail
545,1118,42,0.8067004846617964,long_tail
546,333,41,0.8072798180045498,long_tail
547,368,41,0.8078591513473032,long_tail
548,390,41,0.8084384846900566,long_tail
549,440,41,0.80901781803281,long_tail
550,493,41,0.8095971513755634,long_tail
551,614,41,0.8101764847183168,long_tail
552,647,41,0.8107558180610702,long_tail
553,753,41,0.8113351514038236,long_tail
554,948,41,0.811914484746577,long_tail
555,141,40,0.8124796880077998,long_tail
556,165,40,0.8130448912690226,long_tail
557,413,40,0.8136100945302455,long_tail
558,601,40,0.8141752977914682,long_tail
559,682,40,0.814740501052691,long_tail
560,739,40,0.8153057043139139,long_tail
561,826,40,0.8158709075751367,long_tail
562,891,40,0.8164361108363595,long_tail
563,1072,40,0.8170013140975824,long_tail
564,84,39,0.8175523872772746,long_tail
565,139,39,0.8181034604569668,long_tail
566,341,39,0.8186545336366591,long_tail
567,405,39,0.8192056068163514,long_tail
568,492,39,0.8197566799960436,long_tail
569,494,39,0.8203077531757358,long_tail
570,540,39,0.8208588263554281,long_tail
571,671,39,0.8214098995351203,long_tail
572,701,39,0.8219609727148126,long_tail
573,805,39,0.8225120458945048,long_tail
574,812,39,0.823063119074197,long_tail
575,832,39,0.8236141922538893,long_tail
576,897,39,0.8241652654335816,long_tail
577,940,39,0.8247163386132738,long_tail
578,488,38,0.8252532817114355,long_tail
579,489,38,0.8257902248095972,long_tail
580,569,38,0.8263271679077588,long_tail
581,663,38,0.8268641110059205,long_tail
582,721,38,0.8274010541040822,long_tail
583,840,38,0.8279379972022438,long_tail
584,848,38,0.8284749403004056,long_tail
585,922,38,0.8290118833985672,long_tail
586,941,38,0.8295488264967289,long_tail
587,56,37,0.8300716395133599,long_tail
588,157,37,0.8305944525299911,long_tail
589,243,37,0.8311172655466222,long_tail
590,394,37,0.8316400785632533,long_tail
591,455,37,0.8321628915798844,long_tail
592,523,37,0.8326857045965155,long_tail
593,685,37,0.8332085176131466,long_tail
594,788,37,0.8337313306297778,long_tail
595,885,37,0.8342541436464088,long_tail
596,1187,37,0.83477695666304,long_tail
597,101,36,0.8352856395981405,long_tail
598,538,36,0.835794322533241,long_tail
599,631,36,0.8363030054683416,long_tail
600,648,36,0.8368116884034421,long_tail
601,674,36,0.8373203713385426,long_tail
602,711,36,0.8378290542736432,long_tail
603,1016,36,0.8383377372087437,long_tail
604,1227,36,0.8388464201438443,long_tail
605,26,35,0.8393409729974142,long_tail
606,551,35,0.8398355258509842,long_tail
607,670,35,0.8403300787045541,long_tail
608,720,35,0.840824631558124,long_tail
609,809,35,0.8413191844116941,long_tail
610,944,35,0.841813737265264,long_tail
611,138,34,0.8422941600373034,long_tail
612,338,34,0.8427745828093428,long_tail
613,395,34,0.8432550055813822,long_tail
614,696,34,0.8437354283534216,long_tail
615,767,34,0.844215851125461,long_tail
616,770,34,0.8446962738975003,long_tail
617,928,34,0.8451766966695398,long_tail
618,947,34,0.8456571194415792,long_tail
619,955,34,0.8461375422136186,long_tail
620,1064,34,0.846617964985658,long_tail
621,1066,34,0.8470983877576974,long_tail
622,223,33,0.8475646804482062,long_tail
623,260,33,0.848030973138715,long_tail
624,465,33,0.8484972658292238,long_tail
625,539,33,0.8489635585197327,long_tail
626,541,33,0.8494298512102415,long_tail
627,637,33,0.8498961439007503,long_tail
628,748,33,0.8503624365912591,long_tail
629,808,33,0.850828729281768,long_tail
630,876,33,0.8512950219722768,long_tail
631,920,33,0.8517613146627856,long_tail
632,974,33,0.8522276073532944,long_tail
633,1006,33,0.8526939000438033,long_tail
634,296,32,0.8531460626527815,long_tail
635,335,32,0.8535982252617598,long_tail
636,362,32,0.8540503878707381,long_tail
637,365,32,0.8545025504797162,long_tail
638,372,32,0.8549547130886945,long_tail
639,412,32,0.8554068756976728,long_tail
640,574,32,0.855859038306651,long_tail
641,613,32,0.8563112009156293,long_tail
642,727,32,0.8567633635246076,long_tail
643,730,32,0.8572155261335858,long_tail
644,871,32,0.857667688742564,long_tail
645,1007,32,0.8581198513515423,long_tail
646,1117,32,0.8585720139605205,long_tail
647,1134,32,0.8590241765694988,long_tail
648,42,31,0.8594622090969465,long_tail
649,106,31,0.8599002416243942,long_tail
650,205,31,0.8603382741518418,long_tail
651,343,31,0.8607763066792895,long_tail
652,443,31,0.8612143392067372,long_tail
653,466,31,0.8616523717341849,long_tail
654,561,31,0.8620904042616326,long_tail
655,619,31,0.8625284367890803,long_tail
656,622,31,0.862966469316528,long_tail
657,673,31,0.8634045018439757,long_tail
658,751,31,0.8638425343714233,long_tail
659,759,31,0.864280566898871,long_tail
660,771,31,0.8647185994263187,long_tail
661,818,31,0.8651566319537664,long_tail
662,823,31,0.865594664481214,long_tail
663,931,31,0.8660326970086617,long_tail
664,951,31,0.8664707295361094,long_tail
665,1133,31,0.8669087620635572,long_tail
666,1141,31,0.8673467945910048,long_tail
667,329,30,0.8677706970369219,long_tail
668,349,30,0.8681945994828391,long_tail
669,655,30,0.8686185019287561,long_tail
670,687,30,0.8690424043746733,long_tail
671,875,30,0.8694663068205903,long_tail
672,889,30,0.8698902092665075,long_tail
673,895,30,0.8703141117124246,long_tail
674,943,30,0.8707380141583417,long_tail
675,1024,30,0.8711619166042588,long_tail
676,1049,30,0.871585819050176,long_tail
677,1090,30,0.872009721496093,long_tail
678,1196,30,0.8724336239420102,long_tail
679,29,29,0.8728433963063967,long_tail
680,40,29,0.8732531686707832,long_tail
681,235,29,0.8736629410351697,long_tail
682,265,29,0.8740727133995563,long_tail
683,364,29,0.8744824857639428,long_tail
684,406,29,0.8748922581283294,long_tail
685,502,29,0.8753020304927159,long_tail
686,546,29,0.8757118028571025,long_tail
687,585,29,0.876121575221489,long_tail
688,588,29,0.8765313475858756,long_tail
689,609,29,0.8769411199502621,long_tail
690,621,29,0.8773508923146487,long_tail
691,768,29,0.8777606646790352,long_tail
692,845,29,0.8781704370434218,long_tail
693,874,29,0.8785802094078082,long_tail
694,962,29,0.8789899817721948,long_tail
695,983,29,0.8793997541365813,long_tail
696,1009,29,0.8798095265009679,long_tail
697,1043,29,0.8802192988653544,long_tail
698,1045,29,0.880629071229741,long_tail
699,1109,29,0.8810388435941275,long_tail
700,1220,29,0.8814486159585141,long_tail
701,15,28,0.88184425824137,long_tail
702,354,28,0.8822399005242261,long_tail
703,363,28,0.882635542807082,long_tail
704,369,28,0.8830311850899379,long_tail
705,371,28,0.883426827372794,long_tail
706,784,28,0.8838224696556499,long_tail
707,793,28,0.8842181119385059,long_tail
708,880,28,0.8846137542213619,long_tail
709,899,28,0.8850093965042178,long_tail
710,1058,28,0.8854050387870738,long_tail
711,1078,28,0.8858006810699298,long_tail
712,1209,28,0.8861963233527858,long_tail
713,250,27,0.8865778355541112,long_tail
714,348,27,0.8869593477554365,long_tail
715,367,27,0.8873408599567619,long_tail
716,636,27,0.8877223721580874,long_tail
717,638,27,0.8881038843594128,long_tail
718,640,27,0.8884853965607381,long_tail
719,645,27,0.8888669087620635,long_tail
720,760,27,0.889248420963389,long_tail
721,782,27,0.8896299331647144,long_tail
722,843,27,0.8900114453660397,long_tail
723,924,27,0.8903929575673651,long_tail
724,942,27,0.8907744697686906,long_tail
725,1050,27,0.891155981970016,long_tail
726,1062,27,0.8915374941713413,long_tail
727,1097,27,0.8919190063726667,long_tail
728,1138,27,0.8923005185739922,long_tail
729,378,26,0.892667900693787,long_tail
730,566,26,0.8930352828135818,long_tail
731,572,26,0.8934026649333766,long_tail
732,584,26,0.8937700470531715,long_tail
733,611,26,0.8941374291729663,long_tail
734,652,26,0.8945048112927612,long_tail
735,796,26,0.894872193412556,long_tail
736,855,26,0.8952395755323508,long_tail
737,881,26,0.8956069576521457,long_tail
738,921,26,0.8959743397719405,long_tail
739,936,26,0.8963417218917353,long_tail
740,1020,26,0.8967091040115301,long_tail
741,1059,26,0.897076486131325,long_tail
