family,factor,variant,config,why,rmse,mae,ndcg_mean,recall_mean,precision_mean,map_mean,catalog_coverage,novelty_mean,ild_mean,tail_frac_mean,fit_time_s,rank_mode,delta_ndcg_vs_best_in_block,delta_rmse_vs_best_in_block
UBCF,ranking_head,affinity,"best over sweep (k=300, cosine)","'rating' ranks by rhat and is dominated by thinly-supported items that one enthusiastic neighbour rated 5. 'score' keeps the unnormalised evidence mass. 'affinity' sums positive similarity over neighbours who actually liked the item, which is the implicit-feedback objective and matches the Top-N task.",0.9451027352088268,0.7425465221896798,0.1676034597192643,0.1972930443044131,0.0940909090909091,0.0919249725142582,0.0529131985731272,1.8538705736215637,0.7143763738123317,0.0,0.0003242919920012,affinity,-0.013713448185242394,0.0
IBCF,similarity,cosine,"k=120, item-centred","Adjusted cosine removes per-user rating scale before comparing items and is the strongest rating-side similarity. Item-item Pearson conditions on the co-rated users only, which on a sparse catalogue assigns near-perfect correlations to obscure pairs backed by a handful of users -- good for RMSE where those items are rarely queried, disastrous for Top-N where they flood the head of the list.",0.9333947474323804,0.7358849999155159,0.1714689070854015,0.2048453184405826,0.0968181818181818,0.0949055900558876,0.1129607609988109,2.0234467876342324,0.7231243320599123,0.0013785790031813,0.000608165981248,affinity,0.0,0.0010767494860459692
IBCF,similarity,pearson,"k=120, item-centred","Adjusted cosine removes per-user rating scale before comparing items and is the strongest rating-side similarity. Item-item Pearson conditions on the co-rated users only, which on a sparse catalogue assigns near-perfect correlations to obscure pairs backed by a handful of users -- good for RMSE where those items are rarely queried, disastrous for Top-N where they flood the head of the list.",0.9323179979463344,0.7347896212555433,0.0660529064111555,0.0737438900732305,0.0395454545454545,0.0337138267238713,0.2443519619500594,3.010074242287089,0.7300660849121609,0.0741251325556733,0.0006978749879635,affinity,-0.105416000674246,0.0
IBCF,similarity,adjusted_cosine,"k=120, item-centred","Adjusted cosine removes per-user rating scale before comparing items and is the strongest rating-side similarity. Item-item Pearson conditions on the co-rated users only, which on a sparse catalogue assigns near-perfect correlations to obscure pairs backed by a handful of users -- good for RMSE where those items are rarely queried, disastrous for Top-N where they flood the head of the list.",0.947594879520441,0.7458135942120114,0.1442595906312541,0.1631803630463254,0.0844318181818181,0.0784557293456102,0.1759809750297265,2.371740986218359,0.671086563095176,0.0147401908801696,0.0008821669616736,affinity,-0.027209316454147398,0.01527688157410656
IBCF,mean_centering,True,"cosine, k=120","Item-mean centring turns the prediction into 'this item's mean plus what this user's history says about the deviation', which is the right decomposition for rating prediction.",0.9333947474323804,0.7358849999155159,0.1714689070854015,0.2048453184405826,0.0968181818181818,0.0949055900558876,0.1129607609988109,2.0234467876342324,0.7231243320599123,0.0013785790031813,0.000608165981248,affinity,0.0,0.0
IBCF,mean_centering,False,"cosine, k=120","Item-mean centring turns the prediction into 'this item's mean plus what this user's history says about the deviation', which is the right decomposition for rating prediction.",1.024967143567316,0.810009777711275,0.1714689070854015,0.2048453184405826,0.0968181818181818,0.0949055900558876,0.1129607609988109,2.0234467876342324,0.7231243320599123,0.0013785790031813,0.0006320420070551,affinity,0.0,0.09157239613493562
IBCF,centering_axis,item,"adjusted cosine, k=120",Centring by item mean anchors on 'how good is this movie'; centring by user mean anchors on 'how generous is this user'. Item anchoring wins because item means are estimated from far more observations than the deviation signal they replace.,0.947594879520441,0.7458135942120114,0.1442595906312541,0.1631803630463254,0.0844318181818181,0.0784557293456102,0.1759809750297265,2.371740986218359,0.671086563095176,0.0147401908801696,0.0008821669616736,affinity,0.0,0.0
IBCF,centering_axis,user,"adjusted cosine, k=120",Centring by item mean anchors on 'how good is this movie'; centring by user mean anchors on 'how generous is this user'. Item anchoring wins because item means are estimated from far more observations than the deviation signal they replace.,0.9480410727785564,0.7432329251217186,0.1442595906312541,0.1631803630463254,0.0844318181818181,0.0784557293456102,0.1759809750297265,2.371740986218359,0.671086563095176,0.0147401908801696,0.0008057910017669,affinity,0.0,0.00044619325811545707
IBCF,k,5,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9647890805707474,0.7540135413811387,0.1248512089245547,0.1482316111001395,0.0717045454545454,0.0669575461602991,0.2449464922711058,2.3641254557240057,0.7036422253054293,0.0186638388123011,0.1112984580104239,affinity,-0.04661769816084679,0.037596434142853186
IBCF,k,10,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9357508878382188,0.7335546092126608,0.1476811660374948,0.1704602384513749,0.0813636363636363,0.0822511939119081,0.218192627824019,2.2642512301090716,0.7108812865175285,0.0098621420996818,0.0008773329900577,affinity,-0.023787741047906708,0.008558241410324574
IBCF,k,20,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9271926464278942,0.7294493628573249,0.1581815621103288,0.1897698356829537,0.0893181818181818,0.0856784744411232,0.1706302021403091,2.15166790927968,0.7213480144926916,0.0029692470837751,0.0009807080496102,affinity,-0.013287344975072696,0.0
IBCF,k,30,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.928692257522535,0.7313739736207802,0.1660896998888811,0.2008722937246495,0.0942045454545454,0.0909220815009505,0.1504161712247324,2.1052490729795443,0.7250943237381027,0.0016967126193001,0.0008329580305144,affinity,-0.005379207196520408,0.001499611094640807
IBCF,k,50,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9302399134184806,0.732751196863256,0.1700999509493242,0.2053851360293498,0.0964772727272727,0.0933726180813234,0.1296076099881093,2.066354765714105,0.7233267042403907,0.0013785790031813,0.0009296670323237,affinity,-0.0013689561360772928,0.003047266990586328
IBCF,k,80,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9322372444006798,0.7345340361450357,0.1713306490467216,0.2042588044847931,0.0956818181818181,0.0947148143137726,0.1206896551724138,2.0407915025792662,0.7235178620245688,0.0013785790031813,0.0006300419918261,affinity,-0.00013825803867989483,0.005044597972785558
IBCF,k,120,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9333947474323804,0.7358849999155159,0.1714689070854015,0.2048453184405826,0.0968181818181818,0.0949055900558876,0.1129607609988109,2.0234467876342324,0.7231243320599123,0.0013785790031813,0.000608165981248,affinity,0.0,0.006202101004486149
IBCF,k,200,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9340353599575664,0.7367128206479102,0.1709549638231181,0.2044888761146409,0.0961363636363636,0.0947042988702215,0.1087990487514863,2.0161544587162936,0.7216057072318466,0.0013785790031813,0.0006462089950218,affinity,-0.0005139432622834061,0.00684271352967214
IBCF,k,300,"cosine, item-centred",Item neighbourhoods saturate much earlier than user neighbourhoods: past a few dozen items the extra neighbours are near-zero-similarity and change nothing.,0.9340995384246298,0.7368318790487125,0.1711983965640753,0.2045202488809824,0.0961363636363636,0.094874272415195,0.1093935790725326,2.015216235119968,0.7212799490441414,0.0013785790031813,0.0007421670015901,affinity,-0.000270510521326206,0.0069068919967355535
RegressionCF,weights,similarity_heuristic,k=40,"Similarity used directly as the interpolation weight: a *marginal* association, normalised to sum to 1 regardless of how weak the evidence is.",0.92370429269512,0.7294796150399943,0.0491288869885173,0.0599488531401295,0.03875,0.0192328554106827,0.0689655172413793,3.005162608634354,0.7403347907421082,0.0831389183457052,0.1434371670475229,rating,-0.0992983789745277,0.005699258813743224
RegressionCF,weights,learned_OLS,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",1.2076878956783152,0.9149821493667232,0.006850640520378,0.0092196459237248,0.0044318181818181,0.0028358059764309,0.2146254458977408,4.841223875847079,0.8017922586679131,0.993425238600212,0.1472848340054042,rating,-0.141576625442667,0.2896828617969385
RegressionCF,weights,learned_ridge_lam=1,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",1.0413419758745848,0.8051498154849315,0.0461404063189185,0.0584148322752057,0.0313636363636363,0.0193856310411369,0.4310344827586206,3.5076413484393583,0.7127482896342281,0.3638388123011665,0.1043332909466698,rating,-0.10228685964412651,0.123336941993208
RegressionCF,weights,learned_ridge_lam=5,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9769305499591372,0.760128440824128,0.0763215339093094,0.0905643086308854,0.0464772727272727,0.0378579534717927,0.4429250891795481,3.5003905718587256,0.7373509438818904,0.3430540827147402,0.0999400420114398,affinity,-0.0721057320537356,0.05892551607776042
RegressionCF,weights,learned_ridge_lam=25,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9293266606586916,0.7276012825769166,0.1112208725752596,0.1336747224854503,0.0668181818181818,0.0570652031224947,0.3686087990487515,3.001869199433861,0.7270967974420298,0.1802757158006362,0.103544250014238,affinity,-0.037206393387785405,0.011321626777314853
RegressionCF,weights,learned_ridge_lam=100,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9180050338813768,0.7226135755972118,0.1343156287312265,0.1563019095169604,0.0809090909090909,0.0705575593663391,0.293103448275862,2.6761348681224444,0.7156002763962971,0.093425238600212,0.1010799999930895,affinity,-0.014111637231818519,0.0
RegressionCF,weights,learned_ridge_lam=300,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9246699755396433,0.7304387184042119,0.1437687900175589,0.1696961188969677,0.085,0.0763844849071783,0.2514863258026159,2.5194096071854735,0.7052291195663475,0.0602332979851537,0.1140955409500747,affinity,-0.004658475945486101,0.006664941658266477
RegressionCF,weights,learned_ridge_lam=1000,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9340513781864792,0.7395118995833351,0.147873965423282,0.1725596957742914,0.0863636363636363,0.0789554578881215,0.2235434007134364,2.4345171293352084,0.697341688941756,0.0471898197242841,0.1023155419970862,affinity,-0.0005533005397630186,0.016046344305102433
RegressionCF,weights,learned_ridge_lam=3000,k=40,"lambda=0 is ordinary least squares on a design matrix whose column count (k) often exceeds the number of users who rated the target item, so it is under-determined and overfits badly. Growing lambda shrinks the partial coefficients toward zero; as it does, the learned weights converge back toward the marginal similarity ordering, which the measured correlation r(sim,coef) tracks directly.",0.9388131912347192,0.743784333215965,0.148427265963045,0.1734723765940142,0.0865909090909091,0.0798907960701115,0.2193816884661117,2.408497723837805,0.6929488109167184,0.0428419936373276,0.1116606249706819,affinity,0.0,0.020808157353342405
RegressionCF,k,10,"learned, best lambda=100",Larger neighbourhoods need proportionally more regularisation: the design matrix gains columns without gaining rows.,0.923468250706142,0.7291223467942621,0.0671849209574179,0.0677300437850074,0.0470454545454545,0.0304466433037861,0.0618311533888228,2.637625193001651,0.7412866217145498,0.0193001060445387,0.0847966669825837,rating,-0.006902845866921095,0.005463216824765249
RegressionCF,k,20,"learned, best lambda=100",Larger neighbourhoods need proportionally more regularisation: the design matrix gains columns without gaining rows.,0.9196425664987744,0.7256884932859962,0.069729489851787,0.0714484386406798,0.0479545454545454,0.0322953824311711,0.0737217598097502,2.6324071119198655,0.7365280862656822,0.0190880169671261,0.0805997499846853,rating,-0.004358276972552005,0.0016375326173976301
RegressionCF,k,40,"learned, best lambda=100",Larger neighbourhoods need proportionally more regularisation: the design matrix gains columns without gaining rows.,0.9180050338813768,0.7226135755972118,0.0718035731905015,0.072792087361277,0.0488636363636363,0.0334764495865686,0.0850178359096314,2.637293497264029,0.7372475104059156,0.0199363732767762,0.1010799999930895,rating,-0.0022841936338375,0.0
RegressionCF,k,80,"learned, best lambda=100",Larger neighbourhoods need proportionally more regularisation: the design matrix gains columns without gaining rows.,0.9182105068044945,0.7211634065161756,0.074087766824339,0.0750266163393044,0.0504545454545454,0.0348123716974163,0.0933412604042806,2.6384668200130657,0.7307956378571793,0.02067868504772,0.1842572080204263,rating,0.0,0.00020547292311767773
SLIM,l1_strength,l1=0.1,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0373597274010071,0.8339971187797065,0.2070968742069452,0.2368832471334337,0.1134090909090909,0.1196367116817265,0.208680142687277,2.2832458084306277,0.7069140835359607,0.0171792152704135,14.638016415992752,n/a,-0.0009985000812847977,0.0016098214899344931
SLIM,l1_strength,l1=0.25,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0368272647482029,0.8334095930424644,0.2068271563309092,0.2368638226395774,0.1130681818181818,0.119398894700978,0.2104637336504161,2.284365223155986,0.7075129435871801,0.017391304347826,20.827879416989163,n/a,-0.0012682179573207941,0.0010773588371302267
SLIM,l1_strength,l1=0.5,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0362410855040125,0.8326939641379217,0.20809537428823,0.2394003553678227,0.1136363636363636,0.1202923443261985,0.2063020214030915,2.282741867945627,0.7067266069828245,0.0167550371155885,26.421721167047508,n/a,0.0,0.0004911795929398721
SLIM,l1_strength,l1=1,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0357499059110726,0.8321019107406266,0.2070741455081402,0.2381167368479509,0.1135227272727272,0.1196791159540415,0.2021403091557669,2.27858984125529,0.7055653105869358,0.0160127253446447,56.963420999993104,n/a,-0.0010212287800897835,0.0
SLIM,l1_strength,l1=2,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0360646343608575,0.8323599795539386,0.206864466554437,0.2369818162832524,0.1138636363636363,0.1194992894148399,0.1914387633769322,2.265054525331476,0.7077375953260442,0.0129374337221633,29.369887667009607,n/a,-0.0012309077337930019,0.00031472844978486236
SLIM,l1_strength,l1=5,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0409539969147057,0.8384622417625475,0.2030695577699659,0.2296783062869354,0.111590909090909,0.117793506028253,0.1730083234244946,2.219581891780677,0.7084404642319001,0.009119830328738,45.9702615000424,n/a,-0.005025816518264087,0.00520409100363306
SLIM,l1_strength,l1=10,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.051220663050973,0.8518408573583325,0.1946355529148509,0.2196241446782809,0.1068181818181818,0.111481159382945,0.1516052318668252,2.1601934926301274,0.7082408512501767,0.0062566277836691,120.56019770901185,n/a,-0.013459821373379088,0.015470757139900426
SLIM,l1_strength,l1=20,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.0669004572444878,0.8727145207154491,0.1821521651641566,0.2023987688941021,0.1002272727272727,0.1035835604128014,0.1218787158145065,2.1053145671631066,0.7088592833672426,0.012831389183457,44.196801832993515,n/a,-0.025943209124073385,0.031150551333415155
SLIM,l1_strength,l1=50,l2=50,"L1 is the sparsity dial. Because W >= 0, the L1 term is linear on the feasible set and its proximal operator is a hard shift: a coefficient survives only if its co-occurrence evidence exceeds lambda_1. Raising it prunes weak item-item edges, shrinking the model and the catalogue it can reach.",1.096560294250424,0.9110628494286392,0.1372692026497326,0.1420953468232859,0.0805681818181818,0.0749560525178084,0.0731272294887039,2.570789484878185,0.7197866481132364,0.1424178154825026,41.96762020897586,n/a,-0.07082617163849739,0.06081038833935137
SLIM,l2_strength,l2=0,l1=2,"L2 does not create zeros; it spreads weight across correlated duplicates instead of letting one of them take everything, and it makes the problem better conditioned so the solver converges in fewer iterations.",1.0431105414772208,0.839782834719481,0.187682583493681,0.212442040569725,0.10375,0.1082197363372958,0.2645659928656361,2.4290458758304756,0.7154624902175045,0.040933191940615,171.62929020798765,n/a,-0.018792893505997305,0.006154903097940423
SLIM,l2_strength,l2=1,l1=2,"L2 does not create zeros; it spreads weight across correlated duplicates instead of letting one of them take everything, and it makes the problem better conditioned so the solver converges in fewer iterations.",1.0425845880585705,0.8391980370595349,0.1895497593880876,0.2147103288662988,0.1053409090909091,0.1093545338589981,0.2609988109393579,2.4189191296778443,0.7151461023733409,0.0389183457051961,163.88006820803275,n/a,-0.0169257176115907,0.005628949679290063
SLIM,l2_strength,l2=10,l1=2,"L2 does not create zeros; it spreads weight across correlated duplicates instead of letting one of them take everything, and it makes the problem better conditioned so the solver converges in fewer iterations.",1.0396638452082332,0.8361522124589166,0.1981039019717352,0.2264986132513324,0.1093181818181818,0.1148530378902402,0.2306777645659928,2.363809861318523,0.7122330401601894,0.0274655355249204,82.13948058401002,n/a,-0.008371575027943112,0.002708206828952786
SLIM,l2_strength,l2=200,l1=2,"L2 does not create zeros; it spreads weight across correlated duplicates instead of letting one of them take everything, and it makes the problem better conditioned so the solver converges in fewer iterations.",1.0369556383792804,0.8338230473122964,0.2064754769996783,0.2395063629970109,0.1156818181818181,0.1186843371713163,0.1575505350772889,2.144753746483441,0.7041207088357311,0.004559915164369,14.28685170901008,n/a,0.0,0.0
SLIM,l2_strength,l2=1000,l1=2,"L2 does not create zeros; it spreads weight across correlated duplicates instead of letting one of them take everything, and it makes the problem better conditioned so the solver converges in fewer iterations.",1.0462990040803728,0.8458034576727622,0.1943972892889662,0.2262382754216551,0.1084090909090909,0.1096459922352779,0.1093935790725326,1.9921522281643629,0.7019698496136274,0.0015906680805938,28.63049474998843,n/a,-0.01207818771071209,0.009343365701092399
SLIM,elasticnet_mixing,l1_ratio=0.02,l1+l2=50,"At fixed total penalty, shifting the mix toward L1 trades density for selectivity: an L1-heavy model keeps few, confident edges; an L2-heavy model keeps many small ones.",1.035793661989714,0.8321506261095055,0.206944488530042,0.2378988124112765,0.1134090909090909,0.1197213462931468,0.2033293697978596,2.2810900231605893,0.7061285114662758,0.0164369034994697,61.60995616600849,n/a,-0.0009951258978418975,0.0
